PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,PlayResult,RelSpeed,Runner
15,2026/2/1,1,1,髙橋煌,Right,"Okoshi, Rui",Right,0,0,0,Fastball,FoulBallFieldable,,144,0
16,2026/2/1,1,2,髙橋煌,Right,"Okoshi, Rui",Right,0,0,1,Slider,StrikeCalled,,127,0
17,2026/2/1,1,3,髙橋煌,Right,"Okoshi, Rui",Right,0,0,2,Fastball,FoulBallFieldable,,150,0
18,2026/2/1,1,4,髙橋煌,Right,"Okoshi, Rui",Right,0,0,2,Cutter,FoulBallFieldable,,134,0
19,2026/2/1,1,5,髙橋煌,Right,"Okoshi, Rui",Right,0,0,2,Fastball,StrikeCalled,Out,149,0
20,2026/2/1,2,1,髙橋煌,Right,"Esaki, Taiyo",Left,1,0,0,Fastball,StrikeCalled,,146,0
21,2026/2/1,2,2,髙橋煌,Right,"Esaki, Taiyo",Left,1,0,1,ChangeUp,StrikeSwinging,,137,0
22,2026/2/1,2,3,髙橋煌,Right,"Esaki, Taiyo",Left,1,0,2,ChangeUp,BallCalled,,135,0
23,2026/2/1,2,4,髙橋煌,Right,"Esaki, Taiyo",Left,1,1,2,Fastball,BallCalled,,146,0
24,2026/2/1,2,5,髙橋煌,Right,"Esaki, Taiyo",Left,1,2,2,Fastball,BallCalled,,147,0
25,2026/2/1,2,6,髙橋煌,Right,"Esaki, Taiyo",Left,1,3,2,Cutter,StrikeSwinging,Out,138,0
26,2026/2/1,3,1,髙橋煌,Right,"Mito, Sota",Left,2,0,0,Cutter,InPlay,Out,136,0
27,2026/2/1,1,1,髙橋煌,Right,"Nagata, Hyuga",Right,0,0,0,Slider,BallCalled,,128,0
28,2026/2/1,1,2,髙橋煌,Right,"Nagata, Hyuga",Right,0,1,0,Cutter,FoulBallFieldable,,134,0
29,2026/2/1,1,3,髙橋煌,Right,"Nagata, Hyuga",Right,0,1,1,Fastball,BallCalled,,146,0
30,2026/2/1,1,4,髙橋煌,Right,"Nagata, Hyuga",Right,0,2,1,Cutter,BallCalled,,136,0
31,2026/2/1,1,5,髙橋煌,Right,"Nagata, Hyuga",Right,0,3,1,Cutter,BallCalled,Undefined,134,0
32,2026/2/1,2,1,髙橋煌,Right,"Kaneko, Daichi",Right,0,0,0,Fastball,FoulBallFieldable,,144,1
33,2026/2/1,2,2,髙橋煌,Right,"Kaneko, Daichi",Right,0,0,1,Cutter,FoulBallFieldable,,134,1
34,2026/2/1,2,3,髙橋煌,Right,"Kaneko, Daichi",Right,0,0,2,Fastball,StrikeCalled,Out,146,1
35,2026/2/1,3,1,髙橋煌,Right,"Suda, Yuki",Left,1,0,0,Fastball,BallCalled,,144,1
36,2026/2/1,3,2,髙橋煌,Right,"Suda, Yuki",Left,2,1,0,Cutter,StrikeSwinging,,134,0
37,2026/2/1,3,3,髙橋煌,Right,"Suda, Yuki",Left,2,1,1,Cutter,BallCalled,,135,0
38,2026/2/1,3,4,髙橋煌,Right,"Suda, Yuki",Left,2,2,1,Cutter,BallCalled,,135,0
39,2026/2/1,3,5,髙橋煌,Right,"Suda, Yuki",Left,2,3,1,Fastball,StrikeCalled,,145,0
40,2026/2/1,3,6,髙橋煌,Right,"Suda, Yuki",Left,2,3,2,OneSeam,BallCalled,Undefined,138,0
41,2026/2/1,4,1,髙橋煌,Right,"Nagata, Hyuga",Right,2,0,0,Slider,BallCalled,,134,1
42,2026/2/1,4,2,髙橋煌,Right,"Nagata, Hyuga",Right,2,1,0,OneSeam,StrikeCalled,,140,1
43,2026/2/1,4,3,髙橋煌,Right,"Nagata, Hyuga",Right,2,1,1,Cutter,StrikeCalled,,129,1
44,2026/2/1,4,4,髙橋煌,Right,"Nagata, Hyuga",Right,2,1,2,Fastball,InPlay,Out,143,1
45,2026/2/1,1,1,髙橋煌,Right,"Suda, Yuki",Left,0,0,0,Cutter,FoulBallFieldable,,135,0
46,2026/2/1,1,2,髙橋煌,Right,"Suda, Yuki",Left,0,0,1,OneSeam,StrikeSwinging,,137,0
47,2026/2/1,1,3,髙橋煌,Right,"Suda, Yuki",Left,0,0,2,Fastball,InPlay,Double,148,0
